time_s,dc_voltage,estimated_ac,current,temperature,power,fault_label
3108.0,15.6,12.187,0.24,37.9,3.744,NORMAL
3110.0,15.88,12.45,0.25,38.0,3.97,NORMAL
3112.0,15.72,12.155,0.25,37.4,3.93,NORMAL
3114.0,15.79,12.113,0.25,38.2,3.947,NORMAL
3116.0,15.56,12.111,0.24,37.9,3.734,NORMAL
3118.0,15.45,11.96,0.25,37.7,3.862,NORMAL
3120.0,15.55,12.099,0.24,38.6,3.732,NORMAL
3122.0,15.46,12.0,0.25,38.3,3.865,NORMAL
3124.0,15.2,11.698,0.26,37.8,3.952,NORMAL
3126.0,16.22,12.186,0.25,37.8,4.055,NORMAL
3128.0,15.92,12.208,0.24,37.6,3.821,NORMAL
3130.0,15.93,12.294,0.26,37.9,4.142,NORMAL
3132.0,15.46,12.039,0.25,38.0,3.865,NORMAL
3134.0,15.83,12.276,0.25,37.8,3.958,NORMAL
3136.0,15.58,12.019,0.24,37.8,3.739,NORMAL
3138.0,15.81,12.178,0.25,37.5,3.953,NORMAL
3140.0,15.63,12.167,0.25,38.4,3.908,NORMAL
3142.0,15.46,12.007,0.25,37.5,3.865,NORMAL
3144.0,15.94,12.443,0.25,37.9,3.985,NORMAL
3146.0,15.72,12.19,0.25,37.5,3.93,NORMAL
3148.0,15.38,11.798,0.24,37.8,3.691,NORMAL
3150.0,15.55,12.122,0.24,38.4,3.732,NORMAL
3152.0,15.14,11.798,0.26,37.6,3.936,NORMAL
3154.0,15.58,12.154,0.25,37.9,3.895,NORMAL
3156.0,15.31,11.902,0.25,38.5,3.828,NORMAL
3158.0,16.14,12.391,0.25,38.4,4.035,NORMAL
3160.0,15.89,12.387,0.25,37.8,3.973,NORMAL
3162.0,15.48,12.012,0.24,37.8,3.715,NORMAL
3164.0,15.93,12.09,0.25,38.6,3.982,NORMAL
3166.0,15.5,11.962,0.25,37.9,3.875,NORMAL
3168.0,15.76,12.13,0.25,38.1,3.94,NORMAL
3170.0,15.38,11.847,0.25,37.9,3.845,NORMAL
3172.0,15.61,12.183,0.25,37.8,3.902,NORMAL
3174.0,15.33,11.709,0.25,39.3,3.833,NORMAL
3176.0,15.28,11.769,0.25,37.1,3.82,NORMAL
3178.0,16.1,12.191,0.24,37.1,3.864,NORMAL
3180.0,15.81,12.254,0.26,37.8,4.111,NORMAL
3182.0,15.93,11.974,0.26,37.9,4.142,NORMAL
3184.0,15.41,11.866,0.25,37.9,3.853,NORMAL
3186.0,15.86,12.341,0.26,37.9,4.124,NORMAL
3188.0,15.68,12.088,0.25,38.4,3.92,NORMAL
3190.0,16.08,12.346,0.24,37.8,3.859,NORMAL
3192.0,15.7,11.921,0.26,38.0,4.082,NORMAL
3194.0,15.8,12.164,0.25,37.1,3.95,BORDERLINE_OVERTEMP
3196.0,15.23,11.856,0.25,37.6,3.808,NORMAL
3198.0,15.63,11.871,0.24,38.4,3.751,NORMAL
3200.0,15.68,12.14,0.24,37.8,3.763,NORMAL
3202.0,15.72,12.145,0.26,38.0,4.087,NORMAL
3204.0,15.5,11.94,0.25,38.2,3.875,NORMAL
3206.0,15.18,11.646,0.25,38.2,3.795,NORMAL
3208.0,15.3,11.783,0.26,38.2,3.978,NORMAL
3210.0,15.33,11.848,0.24,38.6,3.679,NORMAL
3212.0,15.47,12.11,0.25,37.6,3.868,NORMAL
3214.0,15.92,11.928,0.25,37.7,3.98,NORMAL
3216.0,15.25,11.737,0.24,38.1,3.66,NORMAL
3218.0,15.29,11.866,0.25,38.2,3.822,NORMAL
3220.0,15.16,11.817,0.25,37.4,3.79,NORMAL
3222.0,15.78,12.094,0.24,37.7,3.787,NORMAL
3224.0,15.07,11.761,0.25,37.9,3.768,NORMAL
3226.0,15.34,11.72,0.25,37.3,3.835,NORMAL
3228.0,15.32,11.839,0.26,37.7,3.983,NORMAL
3230.0,15.51,12.031,0.24,37.9,3.722,NORMAL
3232.0,15.32,11.768,0.26,37.6,3.983,NORMAL
3234.0,15.72,12.069,0.25,38.0,3.93,NORMAL
3236.0,15.63,12.118,0.24,37.2,3.751,NORMAL
3238.0,15.84,12.228,0.24,37.9,3.802,NORMAL
3240.0,15.76,12.095,0.24,37.6,3.782,NORMAL
3242.0,15.76,11.965,0.27,37.9,4.255,NORMAL
3244.0,15.69,11.977,0.26,38.0,4.079,NORMAL
3246.0,15.82,12.225,0.25,37.5,3.955,NORMAL
3248.0,15.83,12.142,0.26,38.0,4.116,NORMAL
3250.0,15.89,12.06,0.24,38.2,3.814,BORDERLINE_OVERTEMP
3252.0,15.85,12.259,0.25,38.6,3.962,NORMAL
3254.0,15.31,11.922,0.26,38.7,3.981,NORMAL
3256.0,15.42,11.812,0.25,38.1,3.855,NORMAL
3258.0,16.0,12.347,0.25,36.8,4.0,NORMAL
3260.0,15.52,12.063,0.25,37.8,3.88,NORMAL
3262.0,15.86,12.201,0.25,37.8,3.965,NORMAL
3264.0,15.6,12.078,0.24,38.3,3.744,NORMAL
3266.0,15.96,12.378,0.26,37.7,4.15,NORMAL
3268.0,15.38,11.746,0.25,37.8,3.845,NORMAL
3270.0,15.67,12.051,0.23,37.2,3.604,NORMAL
3272.0,15.62,11.938,0.25,37.3,3.905,NORMAL
3274.0,15.69,12.226,0.25,38.0,3.922,NORMAL
3276.0,15.69,11.917,0.25,37.9,3.922,NORMAL
3278.0,15.57,12.17,0.26,38.3,4.048,NORMAL
3280.0,15.53,12.149,0.26,37.9,4.038,NORMAL
3282.0,15.59,11.992,0.25,38.7,3.897,BORDERLINE_OVERLOAD
3284.0,15.65,11.899,0.26,37.9,4.069,NORMAL
3286.0,16.1,12.519,0.25,38.1,4.025,NORMAL
3288.0,15.46,11.71,0.24,38.1,3.71,NORMAL
3290.0,15.53,11.788,0.25,37.9,3.882,NORMAL
3292.0,15.97,12.252,0.25,38.7,3.993,NORMAL
3294.0,15.39,11.734,0.25,37.9,3.848,NORMAL
3296.0,15.94,12.426,0.25,37.2,3.985,NORMAL
3298.0,15.48,12.146,0.25,37.2,3.87,NORMAL
3300.0,15.3,11.86,0.25,38.4,3.825,NORMAL
3302.0,15.59,12.038,0.24,37.6,3.742,NORMAL
3304.0,15.42,12.01,0.25,38.3,3.855,NORMAL
3306.0,15.31,11.817,0.26,38.3,3.981,NORMAL
3308.0,15.85,12.172,0.26,37.3,4.121,NORMAL
3310.0,15.04,11.622,0.25,38.2,3.76,NORMAL
3312.0,15.45,12.09,0.24,38.2,3.708,NORMAL
3314.0,15.46,11.978,0.25,37.3,3.865,NORMAL
3316.0,15.51,11.912,0.25,37.7,3.877,NORMAL
3318.0,15.69,12.081,0.24,37.8,3.766,NORMAL
3320.0,15.34,11.76,0.26,37.6,3.988,NORMAL
3322.0,15.37,11.749,0.26,38.3,3.996,NORMAL
3324.0,15.86,12.164,0.25,38.1,3.965,NORMAL
3326.0,15.42,12.111,0.25,37.8,3.855,NORMAL
3328.0,15.3,11.846,0.26,37.9,3.978,NORMAL
3330.0,15.79,11.828,0.25,38.4,3.947,NORMAL
3332.0,15.43,11.877,0.24,37.4,3.703,NORMAL
3334.0,15.69,12.006,0.25,38.1,3.922,NORMAL
3336.0,15.69,12.18,0.25,38.4,3.922,NORMAL
3338.0,15.61,11.964,0.24,37.7,3.746,NORMAL
3340.0,15.53,11.967,0.25,38.3,3.882,NORMAL
3342.0,15.6,11.911,0.25,37.8,3.9,NORMAL
3344.0,15.19,11.65,0.25,38.2,3.797,NORMAL
3346.0,15.54,11.851,0.25,38.2,3.885,NORMAL
3348.0,15.83,12.085,0.26,37.5,4.116,NORMAL
3350.0,15.88,12.05,0.25,37.0,3.97,NORMAL
3352.0,15.54,11.984,0.24,37.8,3.73,NORMAL
3354.0,15.94,12.438,0.25,38.5,3.985,NORMAL
3356.0,15.94,12.32,0.25,37.1,3.985,NORMAL
3358.0,15.85,12.304,0.25,38.8,3.962,NORMAL
3360.0,15.73,11.813,0.26,38.2,4.09,NORMAL
3362.0,15.48,11.911,0.26,37.6,4.025,NORMAL
3364.0,15.36,11.748,0.26,38.8,3.994,NORMAL
3366.0,15.63,12.105,0.25,38.3,3.908,NORMAL
3368.0,15.79,12.032,0.25,39.3,3.947,OVERTEMP
3370.0,15.2,11.565,0.25,37.3,3.8,NORMAL
3372.0,15.37,11.921,0.24,37.6,3.689,NORMAL
3374.0,15.48,11.846,0.25,38.4,3.87,NORMAL
3376.0,15.54,11.694,0.25,37.1,3.885,NORMAL
3378.0,15.68,12.098,0.25,38.9,3.92,NORMAL
3380.0,15.79,12.36,0.25,38.1,3.947,NORMAL
3382.0,15.1,11.702,0.25,39.0,3.775,NORMAL
3384.0,15.99,12.303,0.25,38.0,3.998,NORMAL
3386.0,15.08,11.751,0.24,37.5,3.619,NORMAL
3388.0,15.8,12.144,0.25,38.4,3.95,NORMAL
3390.0,15.88,12.188,0.25,38.0,3.97,NORMAL
3392.0,15.76,11.998,0.25,38.4,3.94,NORMAL
3394.0,15.34,11.785,0.25,38.0,3.835,NORMAL
3396.0,15.81,12.341,0.25,37.9,3.953,NORMAL
3398.0,15.96,12.428,0.26,37.9,4.15,NORMAL
3400.0,15.38,12.066,0.24,36.9,3.691,NORMAL
3402.0,15.4,11.964,0.25,37.6,3.85,NORMAL
3404.0,15.51,11.788,0.24,38.2,3.722,NORMAL
3406.0,15.4,11.902,0.24,37.4,3.696,NORMAL
3408.0,15.14,11.634,0.24,38.0,3.634,NORMAL
3410.0,16.07,12.424,0.26,37.6,4.178,NORMAL
3412.0,15.78,12.148,0.25,37.3,3.945,NORMAL
3414.0,15.56,11.904,0.25,38.2,3.89,NORMAL
3416.0,15.33,11.692,0.25,38.2,3.833,NORMAL
3418.0,15.82,12.147,0.24,37.7,3.797,NORMAL
3420.0,15.45,11.815,0.25,38.9,3.862,NORMAL
3422.0,16.17,12.485,0.25,38.0,4.043,NORMAL
3424.0,16.19,12.346,0.24,37.5,3.886,NORMAL
3426.0,15.61,12.233,0.24,38.0,3.746,NORMAL
3428.0,15.64,12.159,0.25,37.7,3.91,NORMAL
3430.0,15.41,11.919,0.26,38.9,4.007,NORMAL
3432.0,15.6,11.926,0.26,38.5,4.056,NORMAL
3434.0,15.48,12.017,0.24,38.2,3.715,NORMAL
3436.0,15.28,11.69,0.25,37.4,3.82,NORMAL
3438.0,15.73,11.917,0.25,37.9,3.933,NORMAL
3440.0,15.64,12.028,0.25,37.7,3.91,NORMAL
3442.0,15.64,12.269,0.24,37.3,3.754,NORMAL
3444.0,15.45,12.337,0.25,38.5,3.862,NORMAL
3446.0,15.31,11.754,0.25,37.7,3.828,BORDERLINE_OVERTEMP
3448.0,15.43,11.727,0.24,38.0,3.703,NORMAL
3450.0,15.82,12.121,0.25,38.2,3.955,NORMAL
3452.0,15.51,11.916,0.25,37.5,3.877,NORMAL
3454.0,15.4,12.04,0.24,37.0,3.696,NORMAL
3456.0,15.44,11.756,0.26,38.5,4.014,NORMAL
3458.0,15.35,11.842,0.27,38.8,4.144,NORMAL
3460.0,15.66,11.979,0.25,38.2,3.915,NORMAL
3462.0,15.12,11.551,0.24,38.0,3.629,NORMAL
3464.0,15.58,12.111,0.24,37.6,3.739,NORMAL
3466.0,15.66,12.123,0.25,38.4,3.915,NORMAL
3468.0,15.94,12.104,0.25,37.8,3.985,BORDERLINE_OVERLOAD
3470.0,15.5,12.067,0.26,38.6,4.03,NORMAL
3472.0,15.18,11.831,0.26,37.2,3.947,NORMAL
3474.0,15.51,12.099,0.25,37.4,3.877,NORMAL
3476.0,15.26,11.575,0.25,37.5,3.815,NORMAL
3478.0,15.62,12.048,0.26,39.2,4.061,NORMAL
3480.0,15.86,12.165,0.25,38.2,3.965,NORMAL
3482.0,15.65,12.049,0.25,37.7,3.913,NORMAL
3484.0,15.59,12.009,0.26,37.5,4.053,NORMAL
3486.0,16.05,12.344,0.26,38.6,4.173,NORMAL
3488.0,15.68,11.843,0.26,38.7,4.077,NORMAL
3490.0,15.29,11.724,0.26,37.9,3.975,NORMAL
3492.0,15.31,12.065,0.25,37.4,3.828,NORMAL
3494.0,15.59,12.131,0.25,38.3,3.897,NORMAL
3496.0,15.82,12.142,0.26,37.7,4.113,NORMAL
3498.0,15.78,12.198,0.25,38.0,3.945,NORMAL
3500.0,15.78,12.122,0.24,38.3,3.787,NORMAL
3502.0,15.77,12.307,0.25,38.7,3.942,NORMAL
3504.0,15.92,12.253,0.26,38.1,4.139,NORMAL
3506.0,15.8,12.213,0.25,37.9,3.95,NORMAL
3508.0,15.59,12.022,0.24,38.6,3.742,NORMAL
3510.0,16.08,12.366,0.24,37.7,3.859,NORMAL
3512.0,15.87,12.076,0.25,38.1,3.967,BORDERLINE_OVERTEMP
3514.0,15.33,11.769,0.25,37.4,3.833,NORMAL
3516.0,15.72,12.256,0.24,38.7,3.773,NORMAL
3518.0,15.23,11.669,0.24,37.0,3.655,NORMAL
3520.0,15.78,11.965,0.25,38.2,3.945,NORMAL
3522.0,15.79,12.146,0.25,38.0,3.947,NORMAL
3524.0,15.3,11.858,0.24,38.4,3.672,NORMAL
3526.0,15.85,11.989,0.25,38.1,3.962,NORMAL
3528.0,15.54,12.062,0.25,38.9,3.885,NORMAL
3530.0,15.96,12.292,0.25,37.7,3.99,NORMAL
3532.0,15.66,12.04,0.24,37.8,3.758,NORMAL
3534.0,15.98,12.176,0.24,38.5,3.835,NORMAL
3536.0,15.28,11.944,0.26,38.3,3.973,NORMAL
3538.0,15.79,12.138,0.26,38.3,4.105,NORMAL
3540.0,15.68,12.0,0.26,37.6,4.077,NORMAL
3542.0,15.53,11.747,0.24,38.1,3.727,NORMAL
3544.0,15.61,12.231,0.26,37.8,4.059,NORMAL
3546.0,15.26,11.58,0.26,38.3,3.968,NORMAL
3548.0,16.23,12.293,0.25,37.6,4.058,NORMAL
3550.0,15.55,11.952,0.25,38.0,3.888,NORMAL
3552.0,15.75,12.111,0.25,37.1,3.938,NORMAL
3554.0,15.05,11.653,0.25,37.6,3.763,NORMAL
3556.0,15.91,12.189,0.24,38.5,3.818,NORMAL
3558.0,16.01,12.397,0.25,37.6,4.003,NORMAL
3560.0,15.5,11.947,0.24,37.8,3.72,NORMAL
3562.0,15.91,12.318,0.24,38.0,3.818,NORMAL
3564.0,15.65,12.036,0.26,38.0,4.069,NORMAL
3566.0,15.74,12.184,0.25,37.8,3.935,NORMAL
3568.0,15.45,12.078,0.25,37.8,3.862,BORDERLINE_OVERVOLTAGE
3570.0,14.85,11.299,0.25,38.0,3.712,NORMAL
3572.0,15.67,11.752,0.25,38.3,3.917,NORMAL
3574.0,15.92,12.34,0.25,38.3,3.98,NORMAL
3576.0,15.39,11.628,0.25,37.8,3.848,NORMAL
3578.0,15.87,12.164,0.25,37.6,3.967,NORMAL
3580.0,17.498,13.186,0.25,38.2,4.374,NORMAL
3582.0,15.43,11.889,0.25,38.9,3.857,NORMAL
3584.0,15.85,12.169,0.25,37.8,3.962,BORDERLINE_OVERTEMP
3586.0,15.56,12.037,0.25,38.6,3.89,NORMAL
3588.0,15.88,12.132,0.24,37.8,3.811,NORMAL
3590.0,15.67,11.96,0.25,38.3,3.917,NORMAL
3592.0,15.61,12.285,0.25,37.1,3.902,NORMAL
3594.0,15.53,11.977,0.24,38.1,3.727,NORMAL
3596.0,15.58,12.044,0.26,38.3,4.051,NORMAL
3598.0,15.71,11.921,0.25,38.8,3.928,NORMAL
3600.0,15.63,11.942,0.25,38.4,3.908,NORMAL
3602.0,15.19,11.907,0.25,38.1,3.797,NORMAL
3604.0,15.3,11.766,0.26,39.1,3.978,NORMAL
3606.0,15.3,11.877,0.25,38.0,3.825,NORMAL
3608.0,15.46,11.716,0.26,37.5,4.02,NORMAL
3610.0,15.86,12.587,0.24,37.9,3.806,NORMAL
3612.0,15.6,12.017,0.24,38.0,3.744,NORMAL
3614.0,15.64,12.254,0.25,37.5,3.91,NORMAL
3616.0,15.66,12.22,0.25,37.7,3.915,NORMAL
3618.0,15.54,11.861,0.25,37.6,3.885,NORMAL
3620.0,15.76,12.058,0.25,37.6,3.94,NORMAL
3622.0,15.76,12.138,0.25,37.9,3.94,NORMAL
3624.0,15.15,11.618,0.24,38.2,3.636,NORMAL
3626.0,15.85,12.421,0.26,38.3,4.121,NORMAL
3628.0,15.58,12.303,0.144,37.7,2.238,NORMAL
3630.0,16.06,12.516,0.25,38.2,4.015,NORMAL
3632.0,15.57,12.011,0.25,38.4,3.893,NORMAL
3634.0,15.64,12.079,0.24,37.2,3.754,NORMAL
3636.0,15.81,12.085,0.25,38.7,3.953,NORMAL
3638.0,15.35,11.937,0.25,38.0,3.837,NORMAL
3640.0,15.42,11.891,0.26,38.9,4.009,NORMAL
3642.0,15.89,12.356,0.24,38.5,3.814,NORMAL
3644.0,15.8,12.086,0.25,36.7,3.95,NORMAL
3646.0,15.45,11.867,0.24,38.1,3.708,NORMAL
3648.0,15.41,12.022,0.24,37.7,3.698,NORMAL
3650.0,15.45,11.957,0.25,37.8,3.862,NORMAL
3652.0,15.71,12.274,0.23,38.5,3.613,NORMAL
3654.0,15.35,11.756,0.24,37.8,3.684,NORMAL
3656.0,15.65,12.244,0.24,37.5,3.756,NORMAL
3658.0,15.38,11.652,0.26,38.2,3.999,NORMAL
3660.0,15.75,12.158,0.25,37.8,3.938,NORMAL
3662.0,15.71,12.15,0.25,38.5,3.928,NORMAL
3664.0,15.28,11.882,0.25,39.3,3.82,NORMAL
3666.0,16.15,12.449,0.26,38.1,4.199,NORMAL
3668.0,15.59,12.161,0.24,38.0,3.742,NORMAL
3670.0,15.46,11.815,0.25,38.4,3.865,NORMAL
3672.0,15.49,11.791,0.24,37.6,3.718,NORMAL
3674.0,15.39,11.889,0.26,37.6,4.001,NORMAL
3676.0,15.48,12.041,0.26,38.6,4.025,NORMAL
3678.0,15.67,12.307,0.25,37.5,3.917,NORMAL
3680.0,15.42,11.829,0.25,38.5,3.855,NORMAL
3682.0,15.84,12.135,0.25,38.8,3.96,NORMAL
3684.0,15.3,11.817,0.25,38.1,3.825,NORMAL
3686.0,15.51,12.195,0.24,38.2,3.722,NORMAL
3688.0,15.71,12.148,0.25,38.3,3.928,NORMAL
3690.0,15.82,12.081,0.25,37.9,3.955,NORMAL
3692.0,15.54,12.018,0.25,37.9,3.885,NORMAL
3694.0,15.7,12.103,0.26,38.6,4.082,NORMAL
3696.0,15.29,11.587,0.25,38.0,3.822,NORMAL
3698.0,15.92,12.416,0.25,38.2,3.98,NORMAL
3700.0,15.45,11.895,0.25,37.9,3.862,NORMAL
3702.0,15.42,11.979,0.26,37.8,4.009,NORMAL
3704.0,15.16,11.723,0.26,38.5,3.942,NORMAL
3706.0,15.55,11.776,0.25,39.0,3.888,NORMAL
3708.0,15.78,12.12,0.24,38.0,3.787,NORMAL
3710.0,15.5,12.075,0.25,37.5,3.875,NORMAL
3712.0,15.18,11.588,0.25,37.9,3.795,NORMAL
3714.0,15.65,11.886,0.24,38.0,3.756,NORMAL
3716.0,15.71,12.136,0.24,37.8,3.77,NORMAL
3718.0,15.42,11.97,0.25,37.3,3.855,NORMAL
3720.0,16.01,12.41,0.27,38.0,4.323,NORMAL
3722.0,15.18,11.669,0.26,38.4,3.947,NORMAL
3724.0,15.89,12.286,0.25,37.8,3.973,NORMAL
3726.0,15.35,11.721,0.26,37.5,3.991,NORMAL
3728.0,15.39,11.714,0.25,37.7,3.848,NORMAL
3730.0,15.46,11.786,0.25,37.5,3.865,NORMAL
3732.0,16.09,12.324,0.24,37.9,3.862,NORMAL
3734.0,15.5,11.915,0.25,38.4,3.875,NORMAL
3736.0,15.31,12.022,0.26,38.0,3.981,NORMAL
3738.0,15.07,11.607,0.25,38.9,3.768,NORMAL
3740.0,15.55,11.95,0.25,37.7,3.888,NORMAL
3742.0,15.52,12.021,0.25,38.6,3.88,NORMAL
3744.0,15.66,11.972,0.26,37.9,4.072,NORMAL
3746.0,15.46,11.864,0.25,37.5,3.865,NORMAL
3748.0,15.48,11.916,0.26,36.7,4.025,NORMAL
3750.0,16.0,12.318,0.25,38.3,4.0,NORMAL
3752.0,15.44,11.817,0.24,38.1,3.706,NORMAL
3754.0,15.41,12.174,0.25,38.8,3.853,NORMAL
3756.0,15.65,12.114,0.25,37.5,3.913,NORMAL
3758.0,16.02,12.402,0.25,36.9,4.005,NORMAL
3760.0,15.83,12.24,0.24,38.1,3.799,NORMAL
3762.0,15.58,11.96,0.25,38.5,3.895,NORMAL
3764.0,15.25,11.848,0.24,38.6,3.66,NORMAL
3766.0,15.62,11.907,0.25,37.8,3.905,NORMAL
3768.0,15.5,11.915,0.24,37.7,3.72,NORMAL
3770.0,15.74,12.285,0.25,38.4,3.935,NORMAL
3772.0,15.85,12.08,0.25,38.0,3.962,NORMAL
3774.0,15.77,12.376,0.26,38.2,4.1,NORMAL
3776.0,15.24,11.799,0.24,38.4,3.658,NORMAL
3778.0,15.91,12.216,0.25,37.6,3.978,NORMAL
3780.0,15.24,11.871,0.24,38.4,3.658,NORMAL
3782.0,15.68,11.931,0.24,37.8,3.763,NORMAL
3784.0,15.88,12.224,0.25,37.5,3.97,NORMAL
3786.0,15.45,11.75,0.26,37.7,4.017,NORMAL
3788.0,15.1,11.502,0.25,37.7,3.775,NORMAL
3790.0,15.88,12.387,0.25,38.0,3.97,NORMAL
3792.0,15.76,12.235,0.24,37.5,3.782,NORMAL
3794.0,15.69,12.16,0.25,37.6,3.922,NORMAL
3796.0,15.42,11.817,0.25,38.7,3.855,NORMAL
3798.0,15.23,11.791,0.24,38.5,3.655,NORMAL
3800.0,15.57,11.9,0.25,38.2,3.893,NORMAL
3802.0,15.67,11.995,0.25,37.6,3.917,NORMAL
3804.0,15.51,11.518,0.25,38.1,3.877,NORMAL
3806.0,15.41,11.76,0.25,38.7,3.853,NORMAL
3808.0,15.64,12.098,0.26,37.4,4.066,NORMAL
3810.0,15.41,11.801,0.25,37.6,3.853,NORMAL
3812.0,16.24,12.537,0.26,38.5,4.222,NORMAL
3814.0,15.22,11.654,0.25,38.5,3.805,NORMAL
3816.0,15.83,12.134,0.25,38.8,3.958,NORMAL
3818.0,15.34,11.622,0.25,38.7,3.835,NORMAL
3820.0,15.12,11.684,0.25,37.8,3.78,NORMAL
3822.0,15.82,12.427,0.25,37.1,3.955,NORMAL
3824.0,17.964,13.642,0.24,38.5,4.311,SENSOR_FAULT
3826.0,15.59,11.975,0.25,38.5,3.897,NORMAL
3828.0,15.96,12.174,0.2,38.3,3.186,NORMAL
3830.0,15.92,12.33,0.31,37.7,4.935,NORMAL
3832.0,15.81,12.112,0.34,37.5,5.375,NORMAL
3834.0,15.6,11.78,0.35,38.3,5.46,NORMAL
3836.0,15.68,11.99,0.37,37.6,5.802,NORMAL
3838.0,15.55,11.882,0.36,37.7,5.598,NORMAL
3840.0,15.72,12.294,0.4,37.9,6.288,NORMAL
3842.0,15.83,12.251,0.43,37.8,6.807,OVERLOAD
3844.0,15.55,11.916,0.43,38.2,6.687,NORMAL
3846.0,15.95,12.449,0.44,38.3,7.018,OVERLOAD
3848.0,15.84,12.296,0.44,38.2,6.97,OVERLOAD
3850.0,15.81,12.292,0.45,37.7,7.115,OVERLOAD
3852.0,15.42,11.89,0.47,38.7,7.247,NORMAL
3854.0,15.43,11.744,0.47,38.2,7.252,NORMAL
3856.0,15.54,12.06,0.49,38.6,7.615,NORMAL
3858.0,15.43,11.755,0.51,37.9,7.869,BORDERLINE_OVERLOAD
3860.0,15.56,11.996,0.52,38.1,8.091,NORMAL
3862.0,15.98,12.093,0.49,37.4,7.83,BORDERLINE_OVERLOAD
3864.0,15.69,12.116,0.51,38.7,8.002,BORDERLINE_OVERLOAD
3866.0,15.51,11.759,0.51,38.1,7.91,NORMAL
3868.0,16.23,12.545,0.52,38.1,8.44,NORMAL
3870.0,15.77,12.216,0.52,37.7,8.2,NORMAL
3872.0,15.69,12.122,0.51,38.6,8.002,NORMAL
3874.0,15.77,12.181,0.54,38.0,8.516,NORMAL
3876.0,15.79,12.172,0.52,38.0,8.211,NORMAL
3878.0,15.38,11.713,0.56,37.4,8.613,NORMAL
3880.0,15.91,12.316,0.54,37.5,8.591,BORDERLINE_OVERLOAD
3882.0,15.94,12.052,0.53,39.2,8.448,NORMAL
3884.0,15.76,12.111,0.55,38.4,8.668,BORDERLINE_OVERLOAD
3886.0,15.53,12.045,0.54,38.4,8.386,NORMAL
3888.0,15.84,12.078,0.52,37.9,8.237,NORMAL
3890.0,15.51,12.271,0.55,38.0,8.53,NORMAL
3892.0,15.65,11.981,0.54,38.0,8.451,NORMAL
3894.0,15.59,11.92,0.56,38.1,8.73,NORMAL
3896.0,15.38,12.009,0.54,38.0,8.305,NORMAL
3898.0,15.29,11.587,0.54,38.1,8.257,NORMAL
3900.0,15.4,11.904,0.51,37.6,7.854,NORMAL
3902.0,15.56,12.201,0.48,38.2,7.469,NORMAL
3904.0,15.98,12.269,0.44,38.3,7.031,NORMAL
3906.0,15.64,12.069,0.44,38.1,6.882,NORMAL
3908.0,15.46,11.952,0.41,37.8,6.339,NORMAL
3910.0,15.74,12.156,0.41,37.8,6.453,NORMAL
3912.0,15.76,12.109,0.4,38.0,6.304,OVERVOLTAGE
3914.0,15.53,12.062,0.37,37.9,5.746,NORMAL
3916.0,15.59,11.916,0.36,38.1,5.612,NORMAL
3918.0,15.56,11.951,0.35,37.9,5.446,OVERLOAD
3920.0,15.34,11.792,0.34,38.3,5.216,NORMAL
3922.0,15.68,12.088,0.35,37.6,5.488,NORMAL
3924.0,15.14,11.661,0.32,38.9,4.845,NORMAL
3926.0,15.34,11.738,0.32,37.5,4.909,NORMAL
3928.0,14.96,11.633,0.3,36.7,4.488,NORMAL
3930.0,15.68,12.002,0.31,37.4,4.861,NORMAL
3932.0,15.08,11.749,0.29,38.4,4.373,NORMAL
3934.0,14.91,11.754,0.3,38.7,4.473,OVERLOAD
3936.0,15.8,12.121,0.28,39.3,4.424,NORMAL
3938.0,15.0,11.645,0.29,37.7,4.35,NORMAL
3940.0,14.82,11.464,0.28,38.6,4.15,NORMAL
3942.0,15.14,11.504,0.28,38.5,4.239,NORMAL
3944.0,15.23,11.886,0.27,38.1,4.112,NORMAL
3946.0,14.82,11.408,0.27,37.1,4.001,NORMAL
3948.0,15.38,11.809,0.27,37.4,4.153,NORMAL
3950.0,14.74,11.28,0.26,38.2,3.832,NORMAL
3952.0,15.32,11.792,0.27,38.0,4.136,NORMAL
3954.0,15.23,11.827,0.27,38.2,4.112,NORMAL
3956.0,15.01,11.606,0.27,37.8,4.053,NORMAL
3958.0,14.99,11.645,0.26,37.7,3.897,NORMAL
3960.0,15.34,11.991,0.27,37.4,4.142,NORMAL
3962.0,14.97,11.594,0.26,37.6,3.892,NORMAL
3964.0,19.591,15.045,0.25,38.3,4.898,NORMAL
3966.0,14.99,11.69,0.27,37.9,4.047,NORMAL
3968.0,14.53,11.234,0.27,38.7,3.923,NORMAL
3970.0,14.58,11.352,0.26,37.3,3.791,NORMAL
3972.0,15.12,11.777,0.25,38.5,3.78,OVERVOLTAGE
3974.0,15.24,11.883,0.26,37.4,3.962,NORMAL
3976.0,14.96,11.813,0.25,38.6,3.74,NORMAL
3978.0,15.01,11.561,0.27,38.0,4.053,NORMAL
3980.0,14.87,11.591,0.26,37.6,3.866,NORMAL
3982.0,14.89,11.477,0.25,38.5,3.723,NORMAL
3984.0,14.92,11.616,0.26,38.7,3.879,NORMAL
3986.0,14.86,11.536,0.25,38.0,3.715,NORMAL
3988.0,14.79,11.253,0.26,38.0,3.845,NORMAL
3990.0,14.8,11.673,0.25,38.0,3.7,NORMAL
3992.0,15.06,11.6,0.25,38.1,3.765,NORMAL
3994.0,15.08,11.652,0.26,38.6,3.921,NORMAL
3996.0,15.38,12.129,0.26,37.7,3.999,NORMAL
